Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit_div_Quantity,Discount_apply_Sales,During Date,Ship latitude,Ship longitude
266,CA-2015-155040,2015.11.10,2015.11.15,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0,35.156,17.578,79.9,5,37.93570328,-121.7070471
267,CA-2017-136826,2017.6.16,2017.6.20,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304,1.5768,11.2128,4,35.9131542,-79.05578
268,CA-2016-111010,2016.1.22,2016.1.28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0,0.3024,0.0504,7.56,6,40.7970384,-74.4809492
269,US-2017-145366,2017.12.9,2017.12.13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.4416,-7.4416,29.7664,4,39.1014537,-84.5124602
271,CA-2017-163979,2017.12.28,2018.1.2,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936,52.6234,725.84,5,37.75335499,-122.4165666
275,CA-2017-118136,2017.9.16,2017.9.17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572,2.0286,8.82,1,33.9448711,-118.3346357
287,CA-2016-112697,2016.12.18,2016.12.20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372,-24.196,76.2174,2,26.2052115,-80.27105566
294,CA-2014-111451,2014.12.26,2014.12.28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,9.8574,240.3328,2,38.78224089,-104.8184965
299,CA-2016-142545,2016.10.28,2016.11.3,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0,15.552,3.1104,32.4,6,40.7937116,-74.1501438
306,CA-2014-130960,2014.12.30,2015.1.4,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0,2.8536,0.9512,9.84,5,42.240872,-83.2696509
307,CA-2014-111003,2014.6.1,2014.6.6,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208,6.9736,45.48,5,40.0978929,-74.2176435
309,CA-2017-126774,2017.4.15,2017.4.17,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0,2.0049,2.0049,4.89,2,38.8903961,-77.0841585
310,CA-2016-142902,2016.9.12,2016.9.14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,0.8987,12.1088,2,39.81580039,-105.1284879
314,CA-2014-120887,2014.9.27,2014.10.3,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422,12.5474,87.54,6,40.8859326,-74.0434736
315,CA-2014-167850,2014.8.9,2014.8.16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298,11.149,142.7072,7,27.7703796,-82.6695085
317,CA-2014-164259,2014.12.28,2014.12.30,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,2.1686,79.3088,2,39.9527237,-75.1635262
323,CA-2014-156601,2014.9.19,2014.9.24,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0,3.58,1.79,7.16,5,33.8744966,-118.1851485
324,CA-2016-162138,2016.4.23,2016.4.27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,13.624,201.216,4,34.4263886,-117.3008784
326,CA-2017-153339,2017.11.3,2017.11.5,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,0.9995,12.7936,2,35.845999,-86.3920452
340,CA-2015-128167,2015.6.22,2015.6.26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.3312,0.5828,4.96,4,41.06827253,-111.9823736
345,US-2015-120712,2015.12.20,2015.12.24,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,-0.555,71.04,4,30.206307,-97.7838585
347,CA-2017-134306,2017.7.8,2017.7.12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996,1.0332,7.56,4,42.6334247,-71.3161718
360,CA-2017-155698,2017.3.8,2017.3.11,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.4384,21.0548,647.84,3,32.4609764,-84.9877094
367,CA-2016-155516,2016.10.21,2016.10.21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones _nap Scratch Pad Binder Tool for Ring Binders,23.2,4,0,10.44,2.61,23.2,0,41.7834017,-72.5231973
371,CA-2017-104745,2017.5.29,2017.6.4,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.396,1.8792,20.736,6,26.214451,-97.693232
373,US-2014-119137,2014.7.23,2014.7.27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.712,-1.1424,2.448,4,32.2218917,-110.9262353
377,US-2016-134656,2016.9.28,2016.10.1,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,4,0.2,30.98,7.745,79.3088,3,39.9367088,-91.3650307
378,US-2017-134481,2017.8.27,2017.9.1,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848,-42.5264,1041.8968,5,42.0834313,-71.396725
385,US-2015-168935,2015.11.27,2015.12.2,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095,-52.3365,206.501625,5,26.02322025,-80.34123907
392,US-2014-135972,2014.9.21,2014.9.23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182,13.8591,197.1072,2,47.39282381,-122.313262
394,US-2014-134971,2014.6.7,2014.6.10,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623,-6.8541,2.4924,3,40.7090474,-89.63870355
395,CA-2017-102946,2017.6.30,2017.7.5,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,8.5266,60.6336,5,36.1748701,-115.06389
396,CA-2017-165603,2017.10.17,2017.10.19,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.4924,4.7462,49.96,2,41.7002024,-71.4161108
403,CA-2014-113166,2014.12.24,2014.12.26,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,2,0.2,3.4684,1.7342,7.6544,2,25.7742658,-80.1936589
404,CA-2014-155208,2014.4.16,2014.4.20,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768,1.628,31.2576,4,34.2257282,-77.9447107
417,CA-2017-122105,2017.6.24,2017.6.28,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0,25.8984,3.2373,95.92,4,33.66898411,-117.9676621
419,CA-2017-154816,2017.11.6,2017.11.10,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1,0,2.8322,2.8322,5.78,4,37.7478572,-84.2946539
422,CA-2014-142048,2014.6.22,2014.6.25,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic_6101 Series -_Keyboard_- Black,196.752,6,0.2,56.5662,9.4277,157.4016,3,39.9721425,-105.1702404
423,CA-2017-125388,2017.10.19,2017.10.23,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056,3.6764,56.56,4,42.7070354,-71.1631137
425,CA-2017-155705,2017.8.21,2017.8.23,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264,56.316,866.4,2,32.2990384,-90.1847691
426,CA-2017-149160,2017.11.23,2017.11.26,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076,5.538,28.4,3,42.32857444,-83.46763685
428,CA-2014-101476,2014.9.12,2014.9.13,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957,30.0957,69.99,1,40.9115386,-73.7826363
430,US-2016-123750,2016.4.15,2016.4.21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508,-72.6754,56.8764,6,35.262082,-81.1873005
435,US-2014-150574,2014.12.19,2014.12.25,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.812,2,0.7,-3.6892,-1.8446,1.4436,6,30.3321838,-81.655651
447,CA-2017-154214,2017.3.20,2017.3.25,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677,1.3677,2.91,5,39.2014405,-85.9213796
448,CA-2016-166674,2016.4.1,2016.4.3,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752,5.1584,59.52,2,42.9320202,-76.5672029
456,CA-2016-100153,2016.12.13,2016.12.17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0,24.9132,6.2283,63.88,4,35.3035189,-97.3305114
457,US-2014-110674,2014.2.12,2014.2.18,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294,-12.147,103.6544,6,37.95919174,-121.9867773
468,US-2015-101399,2015.1.17,2015.1.24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614,-44.5802,101.8976,7,42.0111412,-87.8406192
469,CA-2017-154907,2017.3.31,2017.4.4,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352,-18.1176,139.626304,4,35.15941024,-101.8890562
471,CA-2015-154144,2015.12.20,2015.12.24,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304,26.6304,55.48,4,40.6867667,-73.3734547
478,CA-2016-103891,2016.7.12,2016.7.19,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,0.2,7.182,1.197,76.608,7,34.0536909,-118.2427666
482,CA-2014-134677,2014.10.6,2014.10.10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation_USB 2.0 Swivel_Flash Drive_USB_flash drive_- 4 GB - Pink,9.09,3,0,1.9089,0.6363,9.09,4,33.05424869,-117.2693413
489,CA-2014-133753,2014.6.9,2014.6.13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992,1,0.2,0.5994,0.5994,6.3936,4,30.70393241,-95.53339356
492,CA-2014-113362,2014.9.14,2014.9.19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.983,1.7966,449.15,5,43.157285,-77.615214
496,CA-2015-134782,2015.12.27,2015.12.31,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2,0,51.6558,25.8279,105.42,4,36.0625843,-94.1574328
497,CA-2016-126158,2016.7.25,2016.7.31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8,0.2,40.3704,5.0463,95.6928,6,33.637937,-117.9217392
501,US-2016-105578,2016.5.30,2016.6.4,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,0.7,-15.08,-7.54,6.786,5,39.52363799,-104.7759546
507,CA-2015-145352,2015.3.16,2015.3.22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0,0.7398,0.7398,2.74,6,33.7490987,-84.3901849
511,CA-2017-135307,2017.11.26,2017.11.27,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.416,13.472,126.3,1,39.2214765,-94.5719748
516,CA-2017-127432,2017.1.22,2017.1.27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0,1379.977,275.9954,2999.95,5,47.4983874,-111.2580586
523,CA-2017-145142,2017.1.23,2017.1.25,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0,21.098,10.549,210.98,2,42.3315509,-83.0466403
527,CA-2017-113558,2017.10.21,2017.10.26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747,14.249,547.1616,5,28.0394654,-81.9498042
534,CA-2016-168753,2016.5.29,2016.6.1,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.386,54.8772,979.95,3,32.3669656,-86.3006485
536,CA-2016-126613,2016.7.10,2016.7.16,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,0.7336,13.4144,6,33.39779411,-111.7814931
537,US-2017-122637,2017.9.3,2017.9.8,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,7,0.8,-68.1856,-9.7408,8.5232,5,41.81801678,-87.60818188
541,CA-2014-140795,2014.2.1,2014.2.3,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0,206.316,34.386,468.9,2,44.5126379,-88.0125794
543,US-2015-120161,2015.12.18,2015.12.23,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246,-16.1694,517.4208,5,39.925465,-83.798602
555,CA-2017-100650,2017.6.29,2017.7.3,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.9872,155.4936,1295.78,4,33.81844852,-117.977644
575,CA-2016-127250,2016.11.3,2016.11.7,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,0,2.3814,0.7938,8.82,4,48.06754166,-122.168648
589,US-2016-156986,2016.3.20,2016.3.24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362,-10.0681,67.8272,4,44.93850516,-123.010893
593,CA-2014-135405,2014.1.9,2014.1.13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,0.584,7.4752,4,27.5199841,-99.4953764
611,CA-2016-161816,2016.4.28,2016.5.1,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773,13.8591,295.6608,3,32.7345879,-96.7130703
615,CA-2017-138611,2017.11.14,2017.11.17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992,1.5992,71.964,3,39.8814519,-83.0929645
617,CA-2017-117947,2017.8.18,2017.8.23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872,7.8936,40.48,5,40.74084477,-73.99942655
623,CA-2015-138009,2015.11.29,2015.12.3,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684,43.7842,301.96,4,42.3298245,-83.1886829
636,CA-2015-168004,2015.10.4,2015.10.9,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234,14.4078,392.94,5,32.6209775,-83.5999048
639,CA-2016-115917,2016.5.20,2016.5.25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792,54.5584,1049.2,5,38.12793435,-122.2166902
642,CA-2017-167913,2017.7.30,2017.8.3,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0,85.904,42.952,330.4,4,33.6589596,-117.6431654
644,CA-2017-106103,2017.6.10,2017.6.15,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,Imation_16GB Mini TravelDrive USB 2.0_Flash Drive,132.52,4,0,54.3332,13.5833,132.52,5,42.6583661,-83.1499322
645,US-2017-127719,2017.7.21,2017.7.25,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,1,0,3.1752,3.1752,6.48,4,40.6337136,-74.4073737
647,CA-2016-103947,2016.4.1,2016.4.8,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625,1.9725,25.248,7,31.5455709,-110.2772249
649,CA-2016-160745,2016.12.11,2016.12.16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068,1.517,14.8,5,45.61682325,-122.6518066
658,US-2016-156097,2016.9.19,2016.9.19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098,-25.049,490.9604,0,41.7571701,-88.3147539
660,CA-2015-146563,2015.8.24,2015.8.28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929,17.847,799.5456,4,32.6743196,-97.1536132
665,CA-2016-143308,2016.11.4,2016.11.4,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626,1.7542,10.74,0,38.2542376,-85.759407
666,CA-2017-132682,2017.6.8,2017.6.10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079,0.693,19.008,2,32.9385873,-96.7006329
669,CA-2014-156314,2014.12.24,2014.12.26,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285,1.7457,24.288,2,41.5051613,-81.6934446
677,US-2017-119438,2017.3.18,2017.3.23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392,-2.464,0.5376,5,32.3512601,-95.3010624
684,US-2017-168116,2017.11.4,2017.11.4,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904,-959.9976,3999.99,0,36.0956918,-79.4377991
690,US-2014-117135,2014.6.21,2014.6.23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614,14.5614,104.01,2,38.0686668,-78.8893999
695,CA-2015-119291,2015.5.14,2015.5.17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488,2.1686,158.6176,3,39.849557,-75.3557458
705,CA-2014-138527,2014.9.12,2014.9.17,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288,1.8144,8.2944,5,35.7883046,-78.7811964
